,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
193,lisa,"antonio correia, hugo paredes, benjamim fonseca",scientometric analysis of scientific publications in cscw,Scientometric analysis of scientific publications in CSCW,scientometrics,"citation analysis , demography , collaboration , scientometrics , statistical models , statistical analysis , demographics , cooperation , statistical models , mathematical models , scientific papers , documents , academic publications",2018,English,10.1007/s11192-017-2562-0
194,lisa,"bhaskar mukherjee, sinisa subotic, ajay kumar chaubey",and now for something completely different the congruence of the altmetric attention scores structure between different article groups,And now for something completely different: the congruence of the Altmetric Attention Score’s structure between different article groups,scientometrics,"social networks , news , social networks , informetrics , scientific papers , citation analysis , citations",2018,English,10.1007/s11192-017-2559-8
195,lisa,"sergio copiello, pietro bonifaci",a few remarks on researchgate score and academic reputation,A few remarks on ResearchGate score and academic reputation,scientometrics,"social organization , scientometrics , documents , social networks , academic publications",2018,English,10.1007/s11192-017-2582-9
196,lisa,"feiheng luo, aixin sun, mojisola erdt, aravind sesagiri raamkumar, yin-leng theng",exploring prestigious citations sourced from top universities in bibliometrics and altmetrics a case study in the computer science discipline,Exploring prestigious citations sourced from top universities in bibliometrics and altmetrics: a case study in the computer science discipline,scientometrics,"citation analysis , case studies , bibliometrics , computer science , bibliometrics , informetrics , citation analysis , impact factors , hirsch index , case studies",2018,English,10.1007/s11192-017-2571-z
197,lisa,"valerie spezi, simon wakeling, stephen pinfield, jenny fry, claire creaser, peter willett",let the community decide the vision and reality of soundness only peer review in open access mega journals,"""Let the community decide""? The vision and reality of soundness-only peer review in open-access mega-journals",journal of documentation,"innovations , qualitative analysis , journals , peer review , journals , quality assurance , criteria , shedding , mathematical models , communities , scholarly publishing , publishing industry , scholarly communication , editors , open access",2018,English,10.1108/jd-06-2017-0092
198,lisa,"elke greifeneder, sheila pontis, ann blandford, hesham attalla, david neal, kirsten schlebbe",researchers attitudes towards the use of social networking sites,Researchers' attitudes towards the use of social networking sites,journal of documentation,"qualitative analysis , decision analysis , scientometrics , social networks , user behavior , information sharing , habits , social networks , researchers , informatics , social research",2018,English,10.1108/jd-04-2017-0051
199,lisa,mohammadamin erfanmanesh,highly alted articles in library and information science,Highly-alted articles in Library and Information Science,webology,"social networks , library and information science , bibliometrics",2017,English,
200,lisa,ns harinarayana,informetric studies on physics theses of indian institute of science,Informetric Studies on Physics Theses of Indian Institute of Science,srels journal of information management,"webometrics , scientometrics , bibliometrics , informetrics , physics , decision making , india",2017,English,
201,lisa,masoud negahdary,identifying scientific high quality journals and publishers,Identifying Scientific High Quality Journals and Publishers,publishing research quarterly,"scientometrics , journals , publishing industry , journals (academic)",2017,English,10.1007/s12109-017-9541-4
202,lisa,"prakash bhairu bilawar, shamprasad m pujar, somanath dasharath pawar",e information literacy index of university teachers of maharashtra india a case study,"E-Information Literacy Index of University Teachers of Maharashtra, India: A Case Study",desidoc journal of library information technology,"information resources , internet resources , information literacy , literacy , information retrieval , internet resources , teachers , college professors , information sources , case studies , colleges & universities , maharashtra india",2017,English,
203,lisa,"dina vrkic, lea skoric, jelka petrak",altmetrics of papers from scientific periphery reflect global trends a case study of publications by zagreb university school of medicine,Altmetrics of Papers From Scientific Periphery Reflect Global Trends: A Case Study of Publications by Zagreb University School of Medicine,journal of academic librarianship,"social networks , journals , bibliographic data bases , academic publications , bibliometrics , case studies , croatia",2017,English,
204,lisa,alice meadows,pidapalooza the open festival for persistent identifiers,PIDapalooza – the open festival for persistent identifiers,insights,"digital object identifier , digital systems , digital libraries , researchers , scholarly communication , festivals , girona spain",2017,English,
205,lisa,jose luis ortega,the presence of academic journals on twitter and its relationship with dissemination tweets and research impact citations,The presence of academic journals on Twitter and its relationship with dissemination (tweets) and research impact (citations),aslib journal of information management,"web 2.0 , scientometrics , regression analysis , journals , information dissemination , group dynamics , scientific papers , social networks , citation analysis , regression analysis , scholarly publishing , informetrics , social research , blogs",2017,English,10.1108/ajim-02-2017-0055
